dates,pos,neg,neu,value
2015-05-08,0.0770909090909091,-0.03266666666666667,0.8902424242424243,0.04442424242424243
2015-05-10,0.06275757575757575,-0.029030303030303028,0.9081818181818182,0.03372727272727272
2015-05-12,0.06451515151515151,-0.024515151515151514,0.910969696969697,0.039999999999999994
2015-05-13,0.06096969696969697,-0.011393939393939394,0.9276363636363636,0.04957575757575758
2015-05-14,0.06618181818181819,-0.025606060606060604,0.9082424242424243,0.040575757575757584
2015-05-17,0.06236363636363636,-0.03333333333333333,0.9043030303030303,0.029030303030303024
2015-05-21,0.07157575757575758,-0.015,0.9134545454545454,0.056575757575757585
2015-05-23,0.0903939393939394,-0.024212121212121213,0.8854242424242424,0.06618181818181819
2015-05-25,0.07712121212121212,-0.029575757575757578,0.8933333333333333,0.047545454545454544
2015-05-26,0.06818181818181818,-0.03345454545454546,0.8983939393939394,0.03472727272727272
2015-05-31,0.07166666666666667,-0.034545454545454546,0.8938181818181817,0.037121212121212124
2015-06-10,0.08675757575757576,-0.022545454545454546,0.8906666666666666,0.0642121212121212
2015-06-15,0.06396969696969697,-0.02487878787878788,0.9111212121212121,0.03909090909090909
2015-06-21,0.09284848484848485,-0.018393939393939393,0.8887575757575757,0.07445454545454545
2015-06-26,0.0905,-0.03347058823529411,0.8760294117647058,0.057029411764705884
2015-07-02,0.06667647058823531,-0.03297058823529412,0.9003529411764707,0.03370588235294119
2015-07-03,0.058176470588235295,-0.02658823529411765,0.9152352941176471,0.031588235294117646
2015-07-06,0.08461764705882352,-0.023470588235294118,0.8919411764705882,0.0611470588235294
2015-07-11,0.06405882352941177,-0.035676470588235296,0.9002647058823529,0.02838235294117647
2015-07-15,0.0661764705882353,-0.040882352941176474,0.8928823529411765,0.02529411764705882
2015-07-16,0.07982352941176471,-0.03514705882352941,0.8849705882352941,0.0446764705882353
2015-07-19,0.09512000000000001,-0.03396,0.87092,0.06116000000000001
2015-07-20,0.09284,-0.055999999999999994,0.85116,0.03684000000000001
2015-07-23,0.06384615384615386,-0.033115384615384616,0.903,0.030730769230769242
2015-07-27,0.061461538461538456,-0.0345,0.9040384615384615,0.026961538461538453
2015-07-31,0.0944,-0.04276,0.8628,0.05164
2015-08-01,0.1096,-0.04748,0.84288,0.06212
2015-08-03,0.10242307692307692,-0.05938461538461538,0.8381923076923077,0.04303846153846154
2015-08-04,0.10242307692307692,-0.05938461538461538,0.8381923076923077,0.04303846153846154
2015-08-08,0.06964000000000001,-0.055999999999999994,0.8744,0.013640000000000013
2015-08-10,0.07036,-0.02932,0.9002800000000001,0.04104000000000001
2015-08-11,0.07036,-0.02932,0.9002800000000001,0.04104000000000001
2015-08-12,0.07992,-0.03308,0.88696,0.04684000000000001
2015-08-16,0.07604,-0.03308,0.8908400000000001,0.04296
2015-08-17,0.08556,-0.027120000000000002,0.88732,0.05843999999999999
2015-08-20,0.09332000000000001,-0.03056,0.8761199999999999,0.06276000000000001
2015-08-25,0.08475999999999999,-0.04356,0.8715999999999999,0.04119999999999999
2015-08-29,0.061079999999999995,-0.059640000000000006,0.8792,0.00143999999999999
2015-09-02,0.056760000000000005,-0.08055999999999999,0.86276,-0.023799999999999988
2015-09-03,0.07176,-0.08672,0.8415600000000001,-0.014960000000000001
2015-09-07,0.07608000000000001,-0.0596,0.86432,0.01648000000000001
2015-09-08,0.07608000000000001,-0.0596,0.86432,0.01648000000000001
2015-09-11,0.07384,-0.032400000000000005,0.89376,0.04144
2015-09-13,0.06988,-0.03568,0.89444,0.034199999999999994
2015-09-18,0.059719999999999995,-0.04784,0.89244,0.011879999999999995
2015-09-23,0.07612000000000001,-0.04332,0.88056,0.03280000000000001
2015-09-27,0.05848,-0.014119999999999999,0.9274,0.04436
2015-09-28,0.05848,-0.014119999999999999,0.9274,0.04436
2015-10-03,0.04304,-0.0348,0.92212,0.008240000000000004
2015-10-08,0.06808,-0.04891999999999999,0.8829600000000001,0.01916000000000001
2015-10-12,0.06387999999999999,-0.05624,0.87984,0.007639999999999994
2015-10-13,0.073,-0.057359999999999994,0.8696,0.01564
2015-10-17,0.07164,-0.032799999999999996,0.8955200000000001,0.03884
2015-10-22,0.07196,-0.032,0.8959999999999999,0.039959999999999996
2015-10-27,0.08712,-0.01624,0.89664,0.07088
2015-10-30,0.061880000000000004,-0.041120000000000004,0.897,0.02076
2015-10-31,0.07436,-0.042640000000000004,0.88304,0.03171999999999999
2015-11-07,0.05288,-0.0528,0.89428,8.000000000000368e-05
2015-11-15,0.10987999999999999,-0.034159999999999996,0.856,0.07572
2015-11-19,0.10368000000000001,-0.05708,0.83928,0.04660000000000001
2015-11-22,0.10779999999999999,-0.03484,0.8573999999999999,0.07296
2015-11-24,0.10296296296296295,-0.0217037037037037,0.8753703703703705,0.08125925925925925
2015-11-28,0.0762,-0.02532,0.89848,0.05088000000000001
2015-12-02,0.06584,-0.034080000000000006,0.90008,0.03175999999999999
2015-12-06,0.05152,-0.028760000000000004,0.91968,0.02276
2015-12-13,0.10864000000000001,-0.023559999999999998,0.8678400000000001,0.08508000000000002
2015-12-18,0.058159999999999996,-0.047880000000000006,0.894,0.01027999999999999
2015-12-22,0.07488,-0.03528,0.88984,0.0396
2015-12-26,0.08642307692307692,-0.020346153846153847,0.8932307692307693,0.06607692307692307
2015-12-30,0.09103846153846154,-0.02796153846153846,0.8810384615384615,0.06307692307692309
2016-01-04,0.07292307692307692,-0.02973076923076923,0.8973846153846154,0.043192307692307697
2016-01-10,0.07557692307692308,-0.028384615384615383,0.8960769230769231,0.0471923076923077
2016-01-13,0.07092307692307692,-0.030923076923076925,0.8981538461538462,0.039999999999999994
2016-01-14,0.07868,-0.031200000000000002,0.8901600000000001,0.047479999999999994
2016-01-18,0.09124,-0.06508,0.84372,0.026160000000000003
2016-01-19,0.09124,-0.06508,0.84372,0.026160000000000003
2016-01-22,0.07380769230769231,-0.01226923076923077,0.913923076923077,0.06153846153846154
2016-01-23,0.07380769230769231,-0.01226923076923077,0.913923076923077,0.06153846153846154
2016-01-28,0.08257692307692309,-0.04353846153846153,0.8738846153846154,0.03903846153846156
2016-01-31,0.08073076923076924,-0.0315,0.8877692307692308,0.049230769230769245
2016-02-01,0.08073076923076924,-0.0315,0.8877692307692308,0.049230769230769245
2016-02-06,0.08923076923076922,-0.027423076923076925,0.8833076923076923,0.0618076923076923
2016-02-11,0.11288461538461539,-0.034692307692307696,0.8523846153846153,0.0781923076923077
2016-02-15,0.11669230769230768,-0.031884615384615386,0.8513846153846154,0.08480769230769229
2016-02-19,0.10692,-0.04104,0.8520400000000001,0.06588
2016-02-20,0.10692,-0.04104,0.8520400000000001,0.06588
2016-02-23,0.09731999999999999,-0.03708,0.8656,0.06023999999999999
2016-02-24,0.0882,-0.04104,0.87076,0.04716
2016-02-29,0.06812,-0.04044,0.8914799999999999,0.027680000000000003
2016-03-04,0.1016,-0.02744,0.87088,0.07416
2016-03-05,0.1016,-0.02744,0.87088,0.07416
2016-03-12,0.1106,-0.02496,0.86444,0.08564000000000001
2016-03-14,0.10368000000000001,-0.01528,0.88104,0.0884
2016-03-16,0.08032,-0.05096,0.86872,0.029360000000000004
2016-03-17,0.08032,-0.05096,0.86872,0.029360000000000004
2016-03-21,0.06516,-0.0352,0.89964,0.029959999999999994
2016-03-22,0.08116,-0.0352,0.8836400000000001,0.045959999999999994
2016-03-24,0.08116,-0.0352,0.8836400000000001,0.045959999999999994
2016-03-30,0.08688000000000001,-0.046239999999999996,0.8668399999999999,0.040640000000000016
2016-04-05,0.07766666666666666,-0.0724074074074074,0.8498888888888888,0.005259259259259255
2016-04-06,0.0895,-0.0727857142857143,0.8375714285714285,0.016714285714285695
2016-04-08,0.10535714285714286,-0.075,0.8194642857142858,0.03035714285714286
2016-04-11,0.07507142857142857,-0.05160714285714285,0.8733214285714286,0.023464285714285715
2016-04-12,0.07139285714285715,-0.04789285714285714,0.88075,0.023500000000000007
2016-04-17,0.06571428571428571,-0.025714285714285714,0.9086071428571428,0.039999999999999994
2016-04-18,0.06571428571428571,-0.025714285714285714,0.9086071428571428,0.039999999999999994
2016-04-24,0.07610714285714285,-0.02692857142857143,0.8969642857142858,0.04917857142857142
2016-04-30,0.07707692307692307,-0.029500000000000002,0.8933461538461539,0.04757692307692307
2016-05-05,0.09725925925925925,-0.03877777777777777,0.863925925925926,0.05848148148148148
2016-05-11,0.1083448275862069,-0.02820689655172414,0.863448275862069,0.08013793103448275
2016-05-16,0.04935714285714286,-0.0702857142857143,0.8803571428571428,-0.020928571428571435
2016-05-22,0.09696296296296296,-0.0427037037037037,0.8602962962962963,0.05425925925925926
2016-05-24,0.0902962962962963,-0.05366666666666666,0.8560000000000001,0.036629629629629644
2016-05-25,0.07574074074074073,-0.04062962962962963,0.8836296296296297,0.03511111111111111
2016-05-27,0.06803703703703703,-0.051222222222222225,0.8808148148148148,0.01681481481481481
2016-05-28,0.06814814814814815,-0.04562962962962963,0.8862962962962962,0.02251851851851852
2016-06-01,0.08514814814814814,-0.03937037037037037,0.8754074074074074,0.04577777777777777
2016-06-07,0.05953571428571429,-0.02264285714285714,0.9178571428571428,0.036892857142857144
2016-06-12,0.06157142857142857,-0.04353571428571429,0.8949285714285714,0.01803571428571428
2016-06-13,0.06692857142857143,-0.048607142857142856,0.8845357142857143,0.01832142857142858
2016-06-17,0.09637931034482758,-0.030655172413793105,0.8729655172413793,0.06572413793103447
2016-06-22,0.08106896551724138,-0.06455172413793103,0.8544137931034482,0.01651724137931035
2016-06-24,0.08475862068965517,-0.08289655172413793,0.8323448275862069,0.001862068965517244
2016-06-26,0.08317857142857144,-0.06925,0.8474642857142857,0.013928571428571429
2016-06-30,0.08903571428571429,-0.06414285714285714,0.8467857142857144,0.024892857142857147
2016-07-06,0.068,-0.046,0.886037037037037,0.022000000000000006
2016-07-10,0.08432142857142857,-0.0435,0.8720714285714285,0.04082142857142858
2016-07-14,0.1055,-0.06453571428571428,0.8300357142857143,0.04096428571428572
2016-07-19,0.07328571428571429,-0.06435714285714286,0.8623928571428571,0.008928571428571425
2016-07-22,0.07328571428571429,-0.06435714285714286,0.8623928571428571,0.008928571428571425
2016-07-26,0.07328571428571429,-0.06435714285714286,0.8623928571428571,0.008928571428571425
2016-07-27,0.07328571428571429,-0.06435714285714286,0.8623928571428571,0.008928571428571425
2016-07-28,0.07328571428571429,-0.06435714285714286,0.8623928571428571,0.008928571428571425
2016-07-31,0.07328571428571429,-0.06435714285714286,0.8623928571428571,0.008928571428571425
2016-08-02,0.07456,-0.04528000000000001,0.88016,0.029279999999999994
2016-08-07,0.07456,-0.04528000000000001,0.88016,0.029279999999999994
2016-08-12,0.07456,-0.04528000000000001,0.88016,0.029279999999999994
2016-08-13,0.07456,-0.04528000000000001,0.88016,0.029279999999999994
2016-08-15,0.08796,-0.06724000000000001,0.84484,0.02071999999999999
2016-08-16,0.08796,-0.06724000000000001,0.84484,0.02071999999999999
2016-08-18,0.09152,-0.06584,0.84272,0.02568000000000001
2016-08-25,0.09152,-0.06584,0.84272,0.02568000000000001
2016-08-26,0.09152,-0.06584,0.84272,0.02568000000000001
2016-09-01,0.09152,-0.06584,0.84272,0.02568000000000001
2016-09-10,0.09152,-0.06584,0.84272,0.02568000000000001
2016-09-20,0.07964285714285714,-0.062464285714285715,0.8578928571428571,0.017178571428571425
2016-10-02,0.07964285714285714,-0.062464285714285715,0.8578928571428571,0.017178571428571425
2016-10-07,0.07964285714285714,-0.062464285714285715,0.8578928571428571,0.017178571428571425
2016-10-11,0.09160714285714286,-0.04735714285714286,0.861,0.04425
2016-10-15,0.09160714285714286,-0.04735714285714286,0.861,0.04425
2016-10-23,0.07375862068965516,-0.06675862068965517,0.8594827586206897,0.006999999999999992
2016-10-27,0.07375862068965516,-0.06675862068965517,0.8594827586206897,0.006999999999999992
2016-11-02,0.07375862068965516,-0.06675862068965517,0.8594827586206897,0.006999999999999992
2016-11-22,0.07375862068965516,-0.06675862068965517,0.8594827586206897,0.006999999999999992
2016-12-05,0.09107407407407407,-0.04996296296296296,0.8589629629629629,0.04111111111111111
2016-12-21,0.09107407407407407,-0.04996296296296296,0.8589629629629629,0.04111111111111111
2017-01-06,0.09107407407407407,-0.04996296296296296,0.8589629629629629,0.04111111111111111
2017-01-14,0.10328571428571429,-0.04525,0.8514999999999999,0.05803571428571429
2017-01-19,0.09492857142857143,-0.03582142857142857,0.86925,0.059107142857142865
2017-01-30,0.06937931034482758,-0.04265517241379311,0.8879310344827587,0.026724137931034474
2017-02-05,0.06937931034482758,-0.04265517241379311,0.8879310344827587,0.026724137931034474
2017-02-10,0.08341379310344828,-0.057448275862068965,0.8591379310344828,0.025965517241379313
2017-02-17,0.08341379310344828,-0.057448275862068965,0.8591379310344828,0.025965517241379313
2017-03-26,0.06348275862068965,-0.055,0.881448275862069,0.008482758620689652
2017-04-05,0.06348275862068965,-0.055,0.881448275862069,0.008482758620689652
2017-05-04,0.09943333333333333,-0.02683333333333333,0.8737333333333334,0.0726
2017-05-07,0.09943333333333333,-0.02683333333333333,0.8737333333333334,0.0726
2017-05-15,0.09943333333333333,-0.02683333333333333,0.8737333333333334,0.0726
2017-05-24,0.09943333333333333,-0.02683333333333333,0.8737333333333334,0.0726
2017-05-30,0.07683333333333334,-0.0547,0.8684666666666666,0.022133333333333338
2017-05-31,0.07683333333333334,-0.0547,0.8684666666666666,0.022133333333333338
2017-06-01,0.10596551724137931,-0.024413793103448274,0.8696206896551725,0.08155172413793105
2017-06-02,0.10596551724137931,-0.024413793103448274,0.8696206896551725,0.08155172413793105
2017-06-03,0.10783333333333332,-0.009899999999999999,0.8822666666666666,0.09793333333333332
2017-06-05,0.09793333333333334,-0.030433333333333333,0.8717,0.0675
2017-06-06,0.09793333333333334,-0.030433333333333333,0.8717,0.0675
2017-06-07,0.10775862068965517,-0.030413793103448276,0.8618620689655172,0.0773448275862069
2017-06-08,0.10775862068965517,-0.030413793103448276,0.8618620689655172,0.0773448275862069
2017-06-13,0.093,-0.040896551724137926,0.8660689655172413,0.05210344827586207
2017-06-17,0.058933333333333324,-0.04123333333333334,0.8998,0.017699999999999987
2017-06-21,0.08843333333333334,-0.018533333333333336,0.8930333333333333,0.0699
2017-06-26,0.07824137931034483,-0.031344827586206894,0.8904137931034483,0.04689655172413794
2017-06-30,0.07824137931034483,-0.031344827586206894,0.8904137931034483,0.04689655172413794
2017-07-01,0.06893103448275861,-0.013896551724137932,0.9171724137931034,0.05503448275862068
2017-07-02,0.06893103448275861,-0.013896551724137932,0.9171724137931034,0.05503448275862068
2017-07-09,0.11051724137931035,-0.024655172413793103,0.8647931034482759,0.08586206896551725
2017-07-10,0.11621428571428571,-0.01425,0.8695,0.10196428571428572
2017-07-14,0.05978571428571428,-0.02157142857142857,0.9186428571428572,0.038214285714285715
2017-07-20,0.05978571428571428,-0.02157142857142857,0.9186428571428572,0.038214285714285715
2017-08-05,0.09555172413793103,-0.02206896551724138,0.8823793103448275,0.07348275862068965
2017-08-16,0.09555172413793103,-0.02206896551724138,0.8823793103448275,0.07348275862068965
2017-08-20,0.09555172413793103,-0.02206896551724138,0.8823793103448275,0.07348275862068965
2017-08-22,0.11722222222222223,-0.02688888888888889,0.8558888888888889,0.09033333333333333
2017-08-29,0.07876923076923077,-0.03661538461538461,0.8846153846153846,0.04215384615384616
2017-09-03,0.11303448275862069,-0.056310344827586206,0.8307241379310345,0.05672413793103448
2017-09-04,0.11303448275862069,-0.056310344827586206,0.8307241379310345,0.05672413793103448
2017-09-05,0.10934482758620691,-0.05186206896551724,0.8388275862068966,0.05748275862068967
2017-09-07,0.10917241379310344,-0.02217241379310345,0.8686551724137931,0.087
2017-09-09,0.10917241379310344,-0.02217241379310345,0.8686551724137931,0.087
2017-09-10,0.11641379310344827,-0.02213793103448276,0.861448275862069,0.0942758620689655
2017-09-11,0.12406896551724138,-0.041379310344827586,0.8345862068965517,0.08268965517241379
2017-09-14,0.13466666666666668,-0.017518518518518517,0.8477407407407407,0.11714814814814817
2017-09-17,0.07611111111111112,-0.06333333333333334,0.8605925925925926,0.012777777777777777
2017-09-18,0.09492592592592593,-0.045037037037037035,0.860037037037037,0.04988888888888889
2017-09-28,0.09618518518518518,-0.06537037037037037,0.8384074074074074,0.03081481481481481
2017-10-01,0.10334615384615384,-0.021923076923076927,0.8747307692307692,0.0814230769230769
2017-10-03,0.10334615384615384,-0.021923076923076927,0.8747307692307692,0.0814230769230769
2017-10-04,0.10334615384615384,-0.021923076923076927,0.8747307692307692,0.0814230769230769
2017-10-08,0.10975862068965517,-0.08793103448275862,0.8022413793103449,0.02182758620689655
2017-10-09,0.10975862068965517,-0.08793103448275862,0.8022413793103449,0.02182758620689655
2017-10-11,0.09259259259259259,-0.07948148148148147,0.8278518518518518,0.013111111111111115
2018-02-24,0.05003448275862069,-0.031310344827586205,0.9186551724137931,0.018724137931034487
2018-02-25,0.08824137931034483,-0.04193103448275862,0.8698275862068966,0.04631034482758621
2018-02-26,0.09753571428571428,-0.031892857142857146,0.8705714285714287,0.06564285714285714
2018-02-27,0.07722222222222222,-0.04914814814814815,0.8736666666666666,0.02807407407407407
2018-02-28,0.07722222222222222,-0.04914814814814815,0.8736666666666666,0.02807407407407407
2018-03-01,0.07703846153846154,-0.041,0.8819615384615385,0.03603846153846154
2018-03-02,0.060689655172413794,-0.02803448275862069,0.9112413793103448,0.03265517241379311
2018-03-03,0.060689655172413794,-0.02803448275862069,0.9112413793103448,0.03265517241379311
2018-03-04,0.06848275862068966,-0.04658620689655173,0.8849310344827587,0.02189655172413793
2018-03-05,0.06848275862068966,-0.04658620689655173,0.8849310344827587,0.02189655172413793
2018-03-06,0.05796153846153846,-0.05934615384615384,0.8826538461538462,-0.00138461538461538
2018-03-07,0.060038461538461534,-0.06461538461538462,0.8753076923076922,-0.004576923076923083
2018-03-08,0.054793103448275864,-0.03603448275862069,0.9091724137931034,0.018758620689655177
2018-03-09,0.06724137931034482,-0.02517241379310345,0.9075862068965518,0.042068965517241375
2018-03-10,0.09134615384615384,-0.04115384615384616,0.8674999999999999,0.05019230769230768
2018-03-14,0.08496153846153846,-0.04273076923076923,0.8722692307692307,0.04223076923076923
2018-03-16,0.05838461538461538,-0.04534615384615385,0.8962307692307692,0.013038461538461533
2018-03-17,0.07134615384615385,-0.07411538461538461,0.8545769230769231,-0.00276923076923076
2018-03-18,0.07134615384615385,-0.07411538461538461,0.8545769230769231,-0.00276923076923076
2018-03-20,0.08623076923076924,-0.025423076923076923,0.8882692307692307,0.06080769230769231
2018-03-22,0.07042307692307692,-0.019115384615384614,0.9104615384615384,0.051307692307692304
2018-03-23,0.07042307692307692,-0.019115384615384614,0.9104615384615384,0.051307692307692304
2018-03-24,0.06996153846153846,-0.04184615384615385,0.8881923076923077,0.02811538461538461
2018-03-25,0.08496153846153846,-0.027076923076923075,0.888,0.05788461538461539
2018-03-28,0.07446153846153845,-0.02976923076923077,0.8957307692307693,0.044692307692307684
2018-03-30,0.1145925925925926,-0.04159259259259259,0.8438518518518519,0.07300000000000001
2018-04-01,0.09385185185185184,-0.04403703703703704,0.8621481481481481,0.0498148148148148
2018-04-02,0.09089655172413794,-0.04993103448275862,0.8592068965517242,0.04096551724137932
2018-04-06,0.09642857142857143,-0.03839285714285714,0.8651785714285715,0.058035714285714295
2018-04-07,0.09310344827586207,-0.03706896551724138,0.8698275862068966,0.0560344827586207
2018-04-08,0.09692857142857143,-0.05596428571428571,0.8471428571428571,0.040964285714285724
2018-04-11,0.09542307692307692,-0.035076923076923075,0.8694999999999999,0.06034615384615384
2018-04-13,0.05906896551724138,-0.03582758620689655,0.9051379310344827,0.023241379310344833
2018-04-15,0.09619230769230769,-0.03719230769230769,0.8666153846153846,0.059
2018-04-18,0.07615384615384616,-0.052153846153846155,0.8716923076923078,0.024
2018-04-19,0.07034615384615385,-0.07080769230769231,0.8588076923076924,-0.0004615384615384577
2018-04-20,0.07253846153846154,-0.057269230769230774,0.8701923076923077,0.015269230769230764
2018-04-21,0.06784615384615385,-0.057269230769230774,0.8748846153846154,0.010576923076923074
2018-04-22,0.06207692307692308,-0.05353846153846154,0.8843846153846153,0.008538461538461536
2018-04-26,0.08630769230769232,-0.027,0.8866538461538462,0.059307692307692325
2018-04-27,0.08630769230769232,-0.027,0.8866538461538462,0.059307692307692325
2018-04-29,0.0906923076923077,-0.027,0.8822692307692308,0.0636923076923077
2018-04-30,0.10176923076923076,-0.055730769230769236,0.8425384615384615,0.04603846153846153
2018-05-01,0.09330769230769231,-0.07284615384615385,0.8338846153846154,0.02046153846153846
2018-05-02,0.08938461538461538,-0.007538461538461539,0.9030769230769231,0.08184615384615385
2018-05-04,0.08846153846153845,-0.05123076923076923,0.8603846153846154,0.03723076923076922
2018-05-05,0.08846153846153845,-0.05123076923076923,0.8603846153846154,0.03723076923076922
2018-05-06,0.07415384615384615,-0.035807692307692304,0.8900769230769231,0.03834615384615385
2018-05-09,0.09184615384615384,-0.022115384615384613,0.8860384615384616,0.06973076923076924
2018-05-11,0.08526923076923078,-0.018076923076923077,0.8966538461538461,0.0671923076923077
2018-05-12,0.08526923076923078,-0.018076923076923077,0.8966538461538461,0.0671923076923077
2018-05-13,0.0891923076923077,-0.0285,0.8823076923076923,0.0606923076923077
2018-05-19,0.09223076923076924,-0.036,0.8718076923076924,0.056230769230769244
2018-05-20,0.09223076923076924,-0.036,0.8718076923076924,0.056230769230769244
