Open,Rendement,MACD,CHOP,RSI
293.96,-2.8774834437086083,-0.1803846153846393,15.067661923432183,0.0
290.91,-1.3296512222563082,-0.324426121469628,23.726201400197517,0.0
299.1,3.348191147506996,-0.0862913310203907,32.978106084591445,45.61507203546366
323.29,7.3353393513874945,1.0074999733482173,25.281773561820373,77.81044945465653
309.8,-2.737976576127592,1.069238934263126,17.342393816574994,57.402251616914285
315.74,1.1176941553242623,1.3595074725746483,19.145256789475173,62.11421783608786
323.42,2.4323810730347777,1.8975416947902768,20.698469843038986,67.17058020122005
327.24,1.1811267083049883,2.4307724751454884,22.27696936352246,69.36098111950666
330.79,1.509595403984842,2.956525275180468,23.508374640167137,71.27882098881298
348.13,4.795592750918179,4.21877816273377,24.921157048670704,78.39315521461845
346.0,-0.3188647266668621,4.969800144364058,26.18240539576453,75.90588681353583
374.7,7.982708933717577,7.082062424329536,24.39295702453114,83.5016569578086
385.93,2.652788897784894,9.221985473324423,24.472104998522735,85.43635619048925
384.79,0.4679700499168083,10.65049570175296,24.264536581205515,84.3549386185054
388.46,0.5537729013559638,11.823159588745398,22.80534244749049,85.01262982447544
343.14,-11.585773843224043,9.76614694830107,26.91665437376083,54.52836347500466
341.77,-1.2428687856560665,7.984538156203769,29.05273195893868,53.89916210488359
283.77,-15.467594093548296,2.7976062346605204,30.75124255235757,35.31848960874301
312.09,9.232593005822675,0.6120542370375119,40.53996218378818,45.24415903390066
335.0,6.932873695298277,0.4318106087472984,41.24293063561155,51.70118658027473
334.49,-0.1552192471866457,0.2529099847453722,41.90389695890985,51.555437295952494
302.99,-10.308230440371917,-2.028880224545503,45.53271257772273,43.41463614078112
296.74,-1.096630112329577,-4.206817043712249,46.47566813227841,41.99763041127437
293.5,-1.0818279859800608,-6.076192404829442,48.14227764229418,41.24606354833697
297.3,1.4548056284283266,-7.193375546544303,48.190458609636295,42.544725187532826
293.96,-1.2929007992477557,-8.216509043157828,48.113473651314806,41.67283922188612
276.91,-6.18174395264179,-10.137664616496352,48.49949720993601,37.453285806953694
215.21,-21.30838410211778,-15.966459594468176,47.504778971632575,26.855903006548004
253.0,17.967741935483875,-17.586777565520435,46.824633278838775,38.35989294363096
249.31,-2.6055705300988383,-18.918408147461264,50.13739231099719,37.73578917509224
257.55,3.2929568426118965,-19.1334705325466,54.122324504330535,40.08020823176881
294.57,14.938065468100817,-16.33915576632637,52.961128488880846,49.313974528758735
284.0,-4.050675675675679,-14.752969682234436,48.79613785842202,47.08299335657072
282.0,0.3837893031935607,-13.492152223418657,48.36581654778189,46.65291815203183
257.0,-9.5054366888811,-14.230573629417222,51.149302689541805,41.54447766653838
264.0,0.7713178294573679,-14.11586734835572,53.35357091850016,43.41287762093695
285.93,10.196546021000804,-12.200701800431204,53.781620106615705,48.92109597214545
282.0,-1.5706806282722512,-10.860900899957358,52.11511005443418,48.01901527412755
294.42,4.404255319148942,-8.738780512889946,51.95239412188616,51.08855617214267
287.9,-1.5318252836084474,-7.477022040436395,53.63736289240439,49.438109633344745
309.74,6.864199234245103,-4.724727456265953,50.59040547431412,54.71547726189578
302.44,-2.3788773764565394,-3.078396946696728,45.871023733367565,52.734217313984445
292.22,-3.2469250099193205,-2.543842165891021,57.78496843730891,50.004288993725936
304.36,4.275169161369692,-1.155769684026211,57.2346467932953,53.109533265259394
303.95,-0.3899977058958469,-0.0873898293266393,63.06391990500131,52.98983016428275
296.5,-1.9049812462986184,0.1707669481816083,58.15173946689054,50.75142718397929
292.48,-1.9050813348985245,0.0576981069452244,57.64140659299961,49.53547487361476
291.99,-0.8445310630150193,-0.069769830765324,56.52132786937104,49.38017339038729
294.81,1.6482758620689562,0.0517016191272432,53.72825051326165,50.34502331397227
310.8,5.129248931406474,1.3984443606692594,54.62597904813863,55.52191664777368
311.01,0.3807679896740906,2.453784669715617,61.99527253616479,55.58740560757191
311.07,0.0160730358750197,3.257090216131587,60.03165934231725,55.607517276042806
297.19,-4.429016809693689,2.7579886162329785,61.37333303434766,49.97015956672597
298.64,1.1871531864805691,2.4496476720710803,62.2052852672342,50.53432856261459
304.01,1.0402818399361855,2.603173413834213,58.864722058584896,52.66329628638
