Dates,Open,Rendement,MACD,CHOP,RSI,value
2017-08-18,302.0,-2.8774834437086083,-0.1803846153846393,15.067661923432183,0.0,
2017-08-19,293.31,-1.3296512222563082,-0.324426121469628,23.72620140019752,0.0,
2017-08-20,289.41,3.348191147506996,-0.0862913310203907,32.978106084591445,45.61507203546366,0.07348275862068965
2017-08-21,299.1,7.3353393513874945,1.0074999733482173,25.281773561820373,77.81044945465653,
2017-08-22,321.04,-2.737976576127592,1.069238934263126,17.342393816574994,57.402251616914285,0.09033333333333333
2017-08-23,312.25,1.1176941553242623,1.3595074725746483,19.145256789475173,62.11421783608786,
2017-08-24,315.74,2.4323810730347777,1.8975416947902768,20.698469843038986,67.17058020122005,
2017-08-25,323.42,1.1811267083049883,2.4307724751454884,22.27696936352246,69.36098111950666,
2017-08-26,327.24,1.509595403984842,2.956525275180468,23.508374640167137,71.27882098881298,
2017-08-27,332.18,4.795592750918179,4.21877816273377,24.921157048670704,78.39315521461845,
2017-08-28,348.11,-0.3188647266668621,4.969800144364058,26.18240539576453,75.90588681353583,
2017-08-29,347.0,7.982708933717577,7.082062424329536,24.39295702453114,83.5016569578086,0.04215384615384616
2017-08-30,374.7,2.652788897784894,9.221985473324423,24.47210499852273,85.43635619048925,
2017-08-31,384.64,0.4679700499168083,10.65049570175296,24.264536581205515,84.3549386185054,
2017-09-01,386.44,0.5537729013559638,11.823159588745398,22.80534244749049,85.01262982447544,
2017-09-02,388.58,-11.585773843224043,9.76614694830107,26.91665437376083,54.52836347500466,
2017-09-03,343.56,-1.2428687856560665,7.984538156203769,29.05273195893868,53.89916210488359,0.05672413793103448
2017-09-04,339.29,-15.467594093548296,2.7976062346605204,30.75124255235757,35.31848960874301,0.05672413793103448
2017-09-05,286.81,9.232593005822675,0.6120542370375119,40.53996218378818,45.24415903390066,0.05748275862068967
2017-09-06,313.29,6.932873695298277,0.4318106087472984,41.24293063561155,51.70118658027473,
2017-09-07,335.01,-0.1552192471866457,0.2529099847453722,41.90389695890985,51.555437295952494,0.087
2017-09-08,334.49,-10.308230440371917,-2.028880224545503,45.53271257772273,43.41463614078112,
2017-09-09,300.01,-1.096630112329577,-4.206817043712249,46.47566813227841,41.99763041127437,0.087
2017-09-10,296.72,-1.0818279859800608,-6.076192404829442,48.14227764229418,41.24606354833697,0.0942758620689655
2017-09-11,293.51,1.4548056284283266,-7.193375546544303,48.190458609636295,42.544725187532826,0.08268965517241379
2017-09-12,297.78,-1.2929007992477557,-8.216509043157828,48.113473651314806,41.67283922188612,
2017-09-13,293.93,-6.18174395264179,-10.137664616496352,48.49949720993601,37.453285806953694,
2017-09-14,275.76,-21.30838410211778,-15.966459594468176,47.504778971632575,26.855903006548004,0.11714814814814817
2017-09-15,217.0,17.967741935483875,-17.586777565520435,46.824633278838775,38.35989294363096,
2017-09-16,255.99,-2.6055705300988383,-18.918408147461264,50.13739231099719,37.73578917509224,
2017-09-17,249.32,3.2929568426118965,-19.1334705325466,54.122324504330535,40.08020823176881,0.012777777777777777
2017-09-18,257.53,14.938065468100817,-16.33915576632637,52.961128488880846,49.313974528758735,0.04988888888888889
2017-09-19,296.0,-4.050675675675679,-14.752969682234436,48.79613785842202,47.08299335657072,
2017-09-20,284.01,0.3837893031935607,-13.492152223418657,48.36581654778189,46.65291815203183,
2017-09-21,285.1,-9.5054366888811,-14.230573629417222,51.149302689541805,41.54447766653838,
2017-09-22,258.0,0.7713178294573679,-14.11586734835572,53.35357091850016,43.41287762093695,
2017-09-23,259.99,10.196546021000804,-12.200701800431204,53.781620106615705,48.92109597214545,
2017-09-24,286.5,-1.5706806282722512,-10.860900899957358,52.11511005443418,48.01901527412755,
2017-09-25,282.0,4.404255319148942,-8.738780512889946,51.95239412188616,51.08855617214267,
2017-09-26,294.42,-1.5318252836084474,-7.477022040436395,53.63736289240439,49.438109633344745,
2017-09-27,289.91,6.864199234245103,-4.724727456265953,50.59040547431412,54.71547726189578,
2017-09-28,309.81,-2.3788773764565394,-3.078396946696728,45.871023733367565,52.734217313984445,0.03081481481481481
2017-09-29,302.44,-3.2469250099193205,-2.543842165891021,57.78496843730891,50.004288993725936,
2017-09-30,292.62,4.275169161369692,-1.155769684026211,57.2346467932953,53.109533265259394,
2017-10-01,305.13,-0.3899977058958469,-0.0873898293266393,63.06391990500131,52.98983016428275,0.0814230769230769
2017-10-02,303.94,-1.9049812462986184,0.1707669481816083,58.15173946689054,50.75142718397929,
2017-10-03,298.15,-1.9050813348985245,0.0576981069452244,57.64140659299961,49.53547487361476,0.0814230769230769
2017-10-04,292.47,-0.8445310630150193,-0.069769830765324,56.52132786937104,49.38017339038729,0.0814230769230769
2017-10-05,290.0,1.6482758620689562,0.0517016191272432,53.72825051326165,50.34502331397227,
2017-10-06,294.78,5.129248931406474,1.3984443606692594,54.62597904813863,55.52191664777368,
2017-10-07,309.9,0.3807679896740906,2.453784669715617,61.99527253616479,55.58740560757191,
2017-10-08,311.08,0.0160730358750197,3.257090216131587,60.03165934231725,55.607517276042806,0.02182758620689655
2017-10-09,311.13,-4.429016809693689,2.7579886162329785,61.37333303434766,49.97015956672597,0.02182758620689655
2017-10-10,297.35,1.1871531864805691,2.4496476720710803,62.2052852672342,50.53432856261459,
2017-10-11,300.88,1.0402818399361855,2.603173413834213,58.864722058584896,52.66329628638,0.013111111111111115
2017-10-12,304.01,-0.1611789085885362,2.692138574076239,57.464982189418606,52.654206814777744,
2017-10-13,303.52,11.346863468634687,5.4119551446113405,44.77463850137482,64.01487446375992,
2017-10-14,337.96,1.1954077405610193,7.799871570105381,44.69736928337473,65.08780142571464,
2017-10-15,342.0,-1.3157894736842104,9.26215921391548,47.827850406715626,63.06289154172296,
2017-10-16,337.5,-0.6874074074074055,10.082900758242316,49.46947196608038,61.64677324178108,
2017-10-17,335.18,-5.96395966346441,9.027921814165438,51.48347110702682,52.48291228356032,
2017-10-18,315.19,-1.1643770424188635,7.663695027713516,54.19943037843884,50.27370694958204,
2017-10-19,311.52,-0.918079096045184,6.425123237301932,54.601360800668175,49.84566021537244,
2017-10-20,308.66,-1.3445214799455822,5.052535550112395,53.57314039872636,48.086236242155564,
2017-10-21,304.51,-1.812748349807882,3.4778389818529263,53.631591609287256,45.75199892555562,
2017-10-22,298.99,-1.7425331950901488,1.7958990031594908,54.79752064074577,43.642540535578455,
2017-10-23,293.78,-3.917897746613109,-0.550335515489337,48.12613981909401,38.88166410711051,
2017-10-24,282.27,4.662202855422123,-1.0886418598304886,50.51307271449026,46.885401567008266,
2017-10-25,295.43,-0.4501912466574092,-1.727514218644501,51.89461657565813,45.74097437820673,
2017-10-26,294.1,0.210812648758927,-2.190848693497572,52.063820956801656,45.849333096170845,
2017-10-27,294.72,0.481813246471213,-2.400100899693029,45.57172237608334,46.69353967067934,
2017-10-28,296.14,-1.44526237590328,-2.8912539638909607,44.45616516058252,44.63061976885419,
2017-10-29,291.86,4.502158569176998,-2.198944258487132,42.35086318694476,51.43328155111569,
2017-10-30,305.0,0.3114754098360618,-1.4525184263716824,50.29959063103053,52.510028381853125,
2017-10-31,305.95,-0.3464618401699632,-1.038134836395784,60.29234015649621,51.2324429966545,
2017-11-01,304.89,-5.76929384368132,-2.125233738757516,59.591383172598654,42.71261209229625,
2017-11-02,287.3,-1.4549251653324076,-3.2622961481420134,60.17387380802988,41.11167230908648,
2017-11-03,283.12,7.406753320146923,-2.4474742949026904,62.87198749107277,51.63148445500717,
