Dates,Open,Rendement,MACD,CHOP,RSI,value
2018-04-18,0.2426,7.992580379225058,0.0004352564102564,14.571773198482155,100.0,0.024
2018-04-19,0.26199,3.072636360166419,0.0008039229782473,22.829619662077416,100.0,-0.0004615384615384577
2018-04-20,0.27004,11.690860613242478,0.0020725850269104,25.2994351233253,100.0,0.015269230769230764
2018-04-21,0.30161,-4.946785584032356,0.0021453147355811,34.70119482030063,78.07819849944485,0.010576923076923074
2018-04-22,0.28669,-1.7754368830443976,0.0019314865944621,38.99532016090812,72.07545817587773,0.008538461538461536
2018-04-23,0.2816,2.265624999999999,0.0020455819228368,40.580359776213726,74.66823879810579,
2018-04-24,0.28798,7.12549482602958,0.0030713061510694,39.94902583762824,80.93628673242115,
2018-04-25,0.3085,-12.901134521880063,0.0017587583756265,47.89644607768358,53.45946627055858,
2018-04-26,0.2687,9.14030517305546,0.0020671537507928,52.764323588293,62.021287856296354,0.059307692307692325
2018-04-27,0.29326,-3.021209847916536,0.0017916572244131,55.58980587602633,57.90608501246142,0.059307692307692325
2018-04-28,0.2844,25.439521800281305,0.0055373596027882,46.85129921837518,73.46719943535703,
2018-04-29,0.35675,1.6145760336369972,0.0085683202141515,44.58463742445213,74.28550140632422,0.0636923076923077
2018-04-30,0.36251,-5.809494910485234,0.0095034543695636,47.17648321509473,66.25599070065826,0.04603846153846153
2018-05-01,0.34145,3.962512813003381,0.0108938834718423,47.25496260924371,68.61048270517792,0.02046153846153846
2018-05-02,0.35498,4.791819257422945,0.0128400201303177,51.439652277350966,71.30024361305094,0.08184615384615385
2018-05-03,0.37199,-1.3871340627436215,0.0138659746354392,51.4298323676386,69.47336584043344,
2018-05-04,0.36683,-2.2980672245999494,0.0139039314699597,50.28256005613393,66.01860606268284,0.03723076923076922
2018-05-05,0.3584,1.8470982142857184,0.0142143098490551,48.32962425114252,67.35827929792364,0.03723076923076922
2018-05-06,0.36502,-5.213412963673221,0.0130773985846449,49.18326924955549,60.58677631145157,0.03834615384615385
2018-05-07,0.34599,-4.393190554640321,0.0109784105377884,52.7584154670615,55.37071176355786,
2018-05-08,0.33079,-2.617975150397517,0.0086637943961233,52.41976000660696,52.83315760822235,
2018-05-09,0.32213,-1.0213267935305668,0.0065424735809753,50.50627808155781,51.82299040739451,0.06973076923076924
2018-05-10,0.31884,-8.665788483251784,0.0029181914278592,58.28471878883611,44.18271872036505,
2018-05-11,0.29121,-12.180213591566224,-0.002400552304879,49.66728820330319,36.70028070387748,0.0671923076923077
2018-05-12,0.25574,3.609134277000064,-0.0058267771142251,42.9451222121356,39.72724548078239,0.0671923076923077
2018-05-13,0.26497,4.608068837981659,-0.0076002998170697,41.65185315781654,43.22277298374964,0.0606923076923077
2018-05-14,0.27718,-3.92163936791976,-0.0096546787429802,41.093743624136536,40.89805921184585,
2018-05-15,0.26631,-4.644962637527691,-0.0120543064713623,39.57605479935435,38.26860280968482,
2018-05-16,0.25394,-0.6182562810112687,-0.0139017273627824,38.5205292285522,37.9415278179014,
2018-05-17,0.25237,-5.238340531758919,-0.0161474998078695,42.11017354227735,35.22010617186962,
2018-05-18,0.23915,1.9527493205101432,-0.0174173033652328,40.43382966397444,36.72206360257681,
2018-05-19,0.24382,-0.9474202280370791,-0.0183626189217283,42.13162836964538,36.257116390648406,0.056230769230769244
2018-05-20,0.24151,5.817564490083229,-0.017817590538609,46.97425027900081,41.75527204831284,0.056230769230769244
2018-05-21,0.25556,-3.787760212865872,-0.0179292034585604,43.67735255769836,39.2416279852045,0.056230769230769244
2018-05-22,0.24588,-10.52545957377582,-0.0197374560890128,46.41912729009444,33.61653782790242,
2018-05-23,0.22,-10.149999999999997,-0.0226019179287821,39.54122407053738,29.651734689123344,
2018-05-24,0.19767,4.876814893509375,-0.023863085367947,46.53969884491256,33.27826483083106,0.03857692307692308
2018-05-25,0.20731,-4.500506487868412,-0.0252930883790321,46.51600030237023,31.541912319044314,0.0071538461538461495
2018-05-26,0.19798,-1.4748964541872809,-0.026338978836898,42.282690557147774,31.016473964328085,0.0071538461538461495
2018-05-27,0.19506,-1.5790013329232029,-0.0270992405122077,41.94937508036447,30.40569764990059,0.023230769230769235
2018-05-28,0.19198,-10.152099176997607,-0.0288726182610528,35.76287436867771,26.92736719543582,0.023230769230769235
2018-05-29,0.17249,16.96909965795118,-0.0276832959006194,43.18944668625779,38.35613366078818,
2018-05-30,0.20176,3.320777160983352,-0.0259596952683185,43.34268838190862,40.47152442741668,
2018-05-31,0.20846,7.123668809363908,-0.0231113855360597,43.772717475954536,45.54664904097554,
2018-06-01,0.22331,-1.3120773812189406,-0.0208430559236674,43.82601938116929,44.77273747911183,
2018-06-02,0.22038,2.763408657772944,-0.0183536734292982,44.04377666206128,46.80616128377668,0.06323076923076923
2018-06-03,0.22647,0.0574027465006363,-0.0161855746621567,43.0590349023082,46.84416909245612,0.03257692307692307
2018-06-04,0.2266,-6.3680494263018526,-0.0154079098284482,49.464180783422165,42.62231000151535,0.03257692307692307
2018-06-05,0.21217,2.912758636942071,-0.0141566384326551,53.7627896844721,44.87431765509725,
2018-06-06,0.21835,-1.6716281199908345,-0.0133178480253284,51.050838112672864,43.675604918460216,
2018-06-07,0.2147,-2.0307405682347475,-0.0128482224669843,49.35956061032668,42.31366022753908,
2018-06-08,0.21034,-2.871541314062941,-0.0127960593185172,48.54041381086074,40.46518288495447,
2018-06-09,0.2043,-1.5761135584924133,-0.0128605904542929,48.45926880172227,39.45668838036894,
2018-06-10,0.20108,-13.735826536701811,-0.0149394494968849,51.182682251719136,32.03102013207625,
2018-06-11,0.17346,3.2514700795572504,-0.0159632285232924,48.14360440141908,34.67052415357837,0.009769230769230766
2018-06-12,0.1791,-8.939140145170294,-0.0178445451174728,42.843972416073264,30.91605365749884,0.0711923076923077
2018-06-13,0.16309,-3.1332393157152514,-0.0195139004025049,37.23396232282167,29.81639318939314,0.061269230769230756
2018-06-14,0.15798,8.184580326623621,-0.0195950214983939,36.98896469105331,35.97657048316974,0.04446153846153847
2018-06-15,0.17091,-5.81007547832192,-0.0201976720183797,36.361542157637054,33.56753381984797,0.05238461538461538
2018-06-16,0.16098,0.6895266492732015,-0.0203649414205619,35.30302868700978,34.0309265925782,0.048499999999999995
2018-06-17,0.16209,-0.9994447529150534,-0.0203799483513957,36.50606235978533,33.635792313448206,0.048499999999999995
2018-06-18,0.16047,2.0128372904592826,-0.0199010204807049,39.06410206549468,35.42644187096961,
2018-06-19,0.1637,1.8631643249847265,-0.01903731727539,38.48190110219832,37.271551829536655,
2018-06-20,0.16675,-2.962518740629685,-0.0185541561799785,38.81675264532279,35.55420123513491,0.0735
2018-06-21,0.16181,-2.5214758049564305,-0.0182836234157692,42.554329759470384,34.23265593566997,
2018-06-22,0.15773,-12.597476700691052,-0.0193992600355158,39.63552594714185,28.7114788088315,0.05353846153846154
2018-06-23,0.13786,-0.5657913825620215,-0.0201575955116637,43.691555974045976,28.37292618455901,0.003923076923076911
2018-06-24,0.13708,-4.544791362707917,-0.0210117440043577,44.328728707706176,26.79446495726916,0.003923076923076911
2018-06-25,0.13085,3.3320596102407363,-0.0211013231831802,43.57817215084897,29.71547333824627,
2018-06-26,0.13521,-7.462465793950143,-0.0217270491780126,43.86941285802042,26.99934237767449,
2018-06-27,0.12512,1.9261508951406607,-0.0217843276834318,40.54467425074465,28.63291664860193,0.011192307692307689
2018-06-28,0.12753,-7.33160824903945,-0.0223178042303949,40.22018546353186,26.127823694332363,
2018-06-29,0.11818,6.1177864274835,-0.0219174737071525,38.19959414500549,31.09340642293415,0.011192307692307689
