Dates,Open,Rendement,MACD,CHOP,RSI,value
2018-05-05,0.8898,1.4610024724657238,0.0002894230769229,1.7403537002773568,100.0,0.03723076923076922
2018-05-06,0.9028,-4.20691182986265,-0.0008086649813273,4.539117361416617,23.981809861571904,0.03834615384615385
2018-05-07,0.86482,-4.615989454452958,-0.0027299360726052,6.785869444130058,12.887097651345528,
2018-05-08,0.8249,-2.2099648442235384,-0.0044418676748324,8.52024262562867,10.498991120646636,
2018-05-09,0.80667,-1.4702418585047146,-0.0058946189322083,10.352670020315662,9.2925252753316,0.06973076923076924
2018-05-10,0.79481,-5.738478378480397,-0.0089549516658042,12.178396153250468,6.139006665255337,
2018-05-11,0.7492,-10.069407367859045,-0.0141674704901045,15.046665764698083,4.050026966175096,0.0671923076923077
2018-05-12,0.67376,1.21111374970315,-0.0171090012563343,17.14777130514507,8.453521577059632,0.0671923076923077
2018-05-13,0.68192,7.049213984045058,-0.0166406543799507,19.15515606933756,26.327954742852825,0.0606923076923077
2018-05-14,0.72999,-0.416444060877552,-0.016231338478022,20.59153920821337,25.956138678279075,
2018-05-15,0.72695,-5.220441570947113,-0.017794505063861,22.076526444321445,21.82677791183781,
2018-05-16,0.689,2.963715529753281,-0.0177659146696259,23.211340205711647,27.354411530442007,
2018-05-17,0.70942,-7.179104056835165,-0.0202585764885701,24.49940535287444,22.53187942904718,
2018-05-18,0.65849,2.807939376452187,-0.0207423589632927,42.27853139930661,28.06042296028581,
2018-05-19,0.67698,-0.3175869301899591,-0.0211077153262924,43.74132824935856,27.58814181362497,0.056230769230769244
2018-05-20,0.67483,3.640916971681754,-0.0195147882673518,48.96314283383456,34.78810651277122,0.056230769230769244
2018-05-21,0.6994,-3.3285673434372267,-0.0195230966775149,51.02435256602422,31.74559996621771,0.056230769230769244
2018-05-22,0.67612,-5.664674909779329,-0.0217489176713384,55.750496870326735,27.486476051425853,
2018-05-23,0.63782,-7.41431751904927,-0.0261900640077465,49.25727039748882,23.434053911761808,
2018-05-24,0.59053,6.626250994869015,-0.0269151959484063,58.31876558156325,31.956264459761243,0.03857692307692308
2018-05-25,0.62966,-3.763936092494353,-0.0287355427837736,56.42065073013436,29.64220612758628,0.0071538461538461495
2018-05-26,0.60596,0.5132351970427002,-0.0295396472870378,53.59692083607391,30.546066743892965,0.0071538461538461495
2018-05-27,0.60907,-0.8045052292839928,-0.0301152510762712,51.79574962556263,30.084315570315624,0.023230769230769235
2018-05-28,0.60417,-9.480775278481222,-0.0341893439175101,46.18206947043692,24.78452519458777,0.023230769230769235
2018-05-29,0.54689,9.656420852456622,-0.0332323519057639,53.45807321005745,36.034126192888905,
2018-05-30,0.5997,0.1350675337668797,-0.0319913621441144,52.93753209961568,36.32583001230798,
2018-05-31,0.60051,1.813458560223821,-0.0299422408113674,52.495719928653465,38.314036655900615,
2018-06-01,0.6114,1.7926071311743488,-0.0272664460180496,51.63560655521633,40.360000905801925,
2018-06-02,0.62236,3.292306703515651,-0.0233227861115324,52.02616123763645,44.5121155824122,0.06323076923076923
2018-06-03,0.64285,7.350081667574086,-0.0165050145103226,53.1977529242989,52.486189477358046,0.03257692307692307
2018-06-04,0.6901,-5.074626865671649,-0.0135656226177319,54.61377352551343,47.10026449114676,0.03257692307692307
2018-06-05,0.65508,3.051535690297361,-0.0096622544609863,55.15830089636081,50.176268376678095,
2018-06-06,0.67507,-0.1881286385115608,-0.0065391423451851,52.853782321594935,50.089717876460654,
2018-06-07,0.6738,0.5788067675868233,-0.0037623921184796,50.20145300664219,50.67678748751749,
2018-06-08,0.6777,-0.8248487531356035,-0.0019576344689523,49.02407639867426,49.68363896692432,
2018-06-09,0.67211,-2.267485976997817,-0.0016334363800379,48.79460442322413,47.01231746767164,
