BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,ADAUSDT
0.0,0.0,,,
10.302152188759598,15.067661923432183,,,
19.108904975884627,23.726201400197514,,,
25.045970463883506,32.978106084591445,,,
30.95930378321111,25.281773561820373,,,
25.780442971127762,17.342393816574994,,,
29.991382928044196,19.145256789475173,,,
34.27516990994488,20.698469843038986,,,
37.085119473311515,22.27696936352246,,,
39.06087083299019,23.508374640167137,,,
40.460098439645755,24.921157048670704,,,
43.6277427388219,26.182405395764526,,,
42.316034553967675,24.39295702453114,,,
43.92523877995063,24.472104998522738,,,
40.152084340273554,24.264536581205515,,,
34.37203793170811,22.805342447490492,,,
36.16510539969399,26.91665437376083,,,
38.35622320532197,29.052731958938676,,,
41.34123707750898,30.75124255235757,,,
48.13785046093881,40.53996218378818,,,
48.7357477689609,41.24293063561155,,,
49.23189033805393,41.90389695890985,,,
52.91440481433747,45.53271257772273,,,
53.760870453621294,46.47566813227841,,,
56.20289291417202,48.14227764229418,,,
55.94618308222125,48.190458609636295,,,
56.21402324730818,48.113473651314806,,,
57.31636303274485,48.49949720993601,,,
50.3639039980118,47.504778971632575,,,
47.88937908555967,46.824633278838775,,,
49.79560988202282,50.13739231099719,,,
48.92193392436562,54.122324504330535,,,
48.272825817990025,52.961128488880846,,,
44.76657009038735,48.79613785842202,,,
44.1630374228077,48.36581654778189,,,
45.1551785369482,51.149302689541805,,,
48.92664539508843,53.35357091850016,,,
49.67351194115416,53.781620106615705,,,
47.57853838262147,52.11511005443418,,,
48.193900260780815,51.95239412188616,,,
52.58382467323068,53.63736289240439,,,
50.08033790386753,50.59040547431412,,,
44.06234183527106,45.871023733367565,,,
59.78055068450645,57.78496843730891,,,
55.18294045114643,57.2346467932953,,,
53.49430923299567,63.06391990500131,,,
45.02400472856943,58.15173946689054,,,
45.32320675341559,57.64140659299961,,,
45.37654660136911,56.52132786937104,,,
44.299675665719846,53.72825051326165,,,
44.30908728843732,54.62597904813863,,,
46.14131991057873,61.99527253616479,,,
44.38901627605829,60.03165934231725,,,
43.22938972673909,61.37333303434766,,,
43.28029224738617,62.2052852672342,,,
43.78866978463714,58.864722058584896,,,
33.81540852323697,57.464982189418606,,,
29.54833666873339,44.77463850137482,,,
29.16481553515492,44.69736928337473,,,
32.03288976065382,47.827850406715626,,,
32.051649289738464,49.46947196608038,,,
31.870127347398405,51.48347110702682,,,
34.70992429823721,54.19943037843884,,,
38.50826266705074,54.601360800668175,,,
37.91783644082535,53.57314039872636,,,
40.193413454887434,53.631591609287256,,,
43.78880492561161,54.79752064074577,,,
47.83728430648595,48.12613981909401,,,
49.974056735072956,50.513072714490264,,,
54.33663698699436,51.89461657565813,,,
58.952631653969306,52.063820956801656,,,
57.98360806685405,45.57172237608334,,,
57.252606879690426,44.45616516058252,,,
56.77065502786294,42.35086318694476,,,
54.994038375119125,50.29959063103053,,,
48.85174345143008,60.29234015649621,,,
47.263327402784874,59.591383172598654,,,
38.590681201840404,60.173873808029875,,,
37.13450905254337,62.87198749107277,,,
36.48236183748608,62.46484182822996,,,
34.45083582817332,61.11315558747115,,,
34.688878626347865,62.153401772413176,0.0,,
33.50136770998892,58.80855721764734,6.911015356008395,,
40.775099733947755,57.380672812335945,7.2083322604123055,,
41.296751786624576,54.152915866302074,8.04794690510162,,
45.21957418317909,58.97661116397339,14.922265318107943,,
48.02228932611087,61.70187012703919,19.784207770190896,,
46.30848629655992,64.14798379634965,24.269316856407247,,
49.70723725037937,64.31205890557378,27.077691491479108,,
49.606507881672236,61.08414321557135,29.261069226711697,,
50.78641982891173,59.66065309610459,31.16321350344068,,
49.23696718666604,62.949989840092286,32.68853737583508,,
48.98389884212432,61.14053117153762,33.493767220262576,,
48.26647369728359,56.02047885098416,35.09792872116665,,
47.04247140217537,47.435568559476394,36.14115009345917,,
43.95823667470391,47.8002847190163,49.85361366799745,,
44.13651329022539,48.03925463055095,47.92262430051978,,
40.5612495353302,43.99730723793078,45.65876683842998,,
40.063675425558344,34.41228699253135,51.51336060914371,,
37.83365996032913,27.650576179558847,55.16622333365396,,
33.67542936461606,26.6254691496536,52.02442202807003,,
28.447566193786457,30.44351263915136,59.13688433888625,,
29.47533877273668,33.61108481541175,58.53981927409496,,
29.223406566557927,35.44816335899553,57.600580771994835,,
30.024423968930847,38.649262894678635,56.06519445046186,,
37.79456946263458,43.12026324922298,58.59133840938552,,
41.17130746998019,46.09968654474317,55.45997555866613,,
44.03354566893881,49.863503311428396,57.85711606958749,,
43.005503958200045,52.32089862170518,47.25704072138107,,
44.29108900109991,52.744620889138695,42.58660423805911,,
43.91838495617218,54.74987950262403,38.90769999190728,,
34.882833513298074,59.165587267464296,41.684008257134586,,
26.725125287062678,60.362004297560595,43.98145742487289,,
30.685918232814664,59.503738491425544,47.04897382057539,,
37.83966741479347,61.001029567332104,49.93605846595528,,
41.813708676132244,62.486173467085635,52.836355976236646,,
43.50137339560746,65.03697401090776,53.67419138522243,,
44.47331307089775,46.40692877199744,54.61016452268933,,
44.70259692143841,39.38834276453197,59.46363487276696,,
45.65163634409678,36.61334178192276,55.8478167438039,,
48.81084149779931,38.21105819949785,38.548428487970476,,
44.09673141703856,38.795305672537566,38.85535269707063,,
44.22697518071419,38.86392408534574,26.56649095656022,,
48.931130330038286,38.6029398589088,30.55353737349227,,
52.63432318436957,36.58325666241754,33.8856423369562,,
57.19319738799825,39.74374523527489,35.69750910088821,,
56.83933364852855,43.21886856690509,38.29033411906494,,
51.990545502365144,49.61323156249185,42.177103731337965,,
50.024112892142746,50.172380455239306,42.70667745751831,,
48.65746533631226,53.22708783976142,46.090709569894564,,
47.47816504573953,60.82132961880702,48.2516114487149,,
49.173387244746095,59.603777318802166,33.50477876044435,,
49.66033611125143,57.51888509792305,37.61420477930719,,
51.239872960996905,57.100099149523714,42.04827158864689,,
50.611929804269266,56.16645098645461,43.25728371082661,,
50.94853709590668,57.491648348474605,44.55217151383124,,
53.82661826299194,57.93857025974967,43.3367113876203,,
54.10890270464392,55.2403483125022,42.65567464860254,,
60.366436889250586,52.11705630399052,42.39609732517282,,
60.65153003195819,46.89106780699441,42.678574184066086,,
63.44063244496682,41.615450578592586,42.405475489286864,,
60.56586691521479,38.71591326452866,32.32877686536635,,
59.38513791515176,38.16060627191134,25.319928975326867,,
59.14725283584999,35.48077973980127,30.773114499507656,,
61.86010621299032,35.11771128870706,36.56944525805401,,
60.43043032606545,34.31908412590383,37.64189047612672,,
59.75328385782211,32.06809646598135,37.57069398875916,,
59.04831250894689,36.13601676922145,43.055568970759346,,
59.70371994415874,39.01291636667516,42.88598681369252,,
57.21481576490392,42.05481279282825,44.57855613303325,,
57.02618763016853,45.94411182315524,46.87769759858742,,
57.0751674489665,48.873729622794976,49.56451844430946,,
46.7717118529629,55.48492607383945,54.75062011753161,,
48.73228419025838,56.399784679124146,58.015504970626324,,
48.837007514215564,56.7883686357839,59.823373863685276,,
47.49852981032597,57.07157113618652,57.91203443696486,,
48.43369892258183,57.88276898742483,54.052716760761804,,
52.72461842433998,58.23712709763029,53.2461865299108,,
55.291671243218,56.446456095090625,51.79896951523947,,
58.54813545223168,55.16995749421292,50.60945698145492,,
57.5071642993787,54.34211795113326,49.80847353375601,,
56.05361038773204,51.16546652259695,44.03192359872972,,
55.618469233292615,49.316460281951834,44.76426533400457,,
57.19373248436649,50.11488210490398,44.014691148243514,,
56.33381186007723,50.54444692268105,41.19720714927044,,
61.41389476555618,57.11361015072377,50.341129839254776,,
59.83187336208654,50.84766309145284,53.96851471534598,,
62.69489231637544,59.686275004373094,53.19474728214381,,
53.66270887100374,60.38124952358216,42.76059354071726,,
47.2853666906091,51.91098160893878,39.14170368158373,,
48.623295323665296,52.15612055798723,40.7581418531642,,
51.707086251607336,52.75734660170485,46.8507755081843,,
41.08564626495071,43.62902523280491,41.25356327384769,,
37.95496754470713,41.927608712706494,40.012210366064096,,
38.520218206574086,42.1734002586581,41.040925572092846,,
