Open,Rendement,MACD,CHOP,RSI
4108.37,-4.123843662195339,-3.96464743589695,10.302152188759598,0.0
4139.98,0.3069343803016688,-4.071523555102431,19.108904975884627,16.15245075316527
4086.29,-1.258195866031853,-5.958807204509867,25.045970463883503,12.46854969359714
4016.0,-1.3056845074991486,-9.655881886483256,30.95930378321111,9.434761373046186
4040.0,0.5976095617529881,-10.670572622270356,25.78044297112776,16.872115247745782
4114.01,2.6485148514851486,-7.78472906063962,29.9913829280442,34.68498160661345
4316.01,4.075476247890046,3.8825670699170582,34.27516990994488,59.925591669343085
4280.68,-0.8178850373377304,10.150025434834788,37.08511947331152,55.85964291592425
4337.44,1.2100796363220163,17.37199126297037,39.06087083299019,60.49692873863145
4310.01,-0.519329441824716,20.88572154030317,40.46009843964576,57.360680559176735
4386.69,1.012526653070397,27.38977247569801,43.6277427388219,63.116993428829495
4587.48,4.843522102144196,43.19227586809575,42.31603455396768,73.28666446105194
4555.14,-0.2054980589415778,52.585380105360855,43.92523877995063,69.94164204792357
4724.89,2.95819667452592,69.07149132236918,40.152084340273554,76.10633327400058
4834.91,2.2659380070747823,87.3855738966322,34.37203793170811,79.09840527696574
4472.14,-5.997714838537494,77.81830823198652,36.16510539969399,54.752047063292274
4509.08,-0.0776311411777753,71.86507687420908,38.35622320532197,56.22944847056812
4100.11,-8.835294117647054,40.180912748228366,41.34123707750898,40.47336873981056
4366.47,6.319013774144917,32.63806166460381,48.13785046093881,50.25094891080444
4619.77,5.800540021848227,43.17721397293826,48.7357477689609,57.414561210268666
4691.61,1.5561380761379768,55.64102567908685,49.23189033805393,59.20859949082203
4282.8,-8.714612738348466,36.873946842558325,52.91440481433747,47.05919606655372
4258.81,-0.5601475670122299,20.2135023617584,53.760870453621294,46.456757892522695
4130.37,-2.4699387857171486,-1.9072336155213636,56.20289291417202,43.26342900130769
4208.47,1.323664658779582,-13.62084555576621,55.94618308222125,45.70726410837564
4163.72,-1.161431354844844,-25.76021253415365,56.21402324730818,44.52387263544577
3944.69,-5.185925975786838,-50.587062515026446,57.31636303274485,39.17732722404629
3189.02,-19.16810344827585,-123.84314070823348,50.3639039980118,27.090532790539385
3700.0,15.24461968437991,-142.48152354423337,47.88937908555967,40.46571930454754
3714.95,0.3053883903418826,-154.29444521206324,49.79560988202282,40.8078578099578
3699.99,0.1294356118885383,-162.84071576858287,48.92193392436562,40.55668514209071
4035.01,10.02710027100271,-142.8307919885583,48.272825817990025,48.23996984296486
3910.04,-3.693596059113301,-134.84361476171307,44.76657009038735,45.85882117350136
3900.0,-0.5127824779286192,-127.79457956387978,44.1630374228077,45.663807872018886
3609.99,-7.638837117833199,-142.6180900283398,45.1551785369482,40.328957018261576
3595.87,0.0846127297625266,-153.6414103315492,48.92664539508843,40.08341755181332
3780.0,5.107511930320252,-146.53684827475627,49.67351194115416,44.80290743592212
3660.02,-3.162289590796763,-148.42705219382788,47.57853838262147,42.4562041758794
3920.75,7.321817913563314,-128.28536253088305,48.193900260780815,48.73968223787526
3882.35,-1.161914460285129,-113.9897444092253,52.58382467323068,47.90992323182332
4193.0,7.978394584737107,-77.61246210241598,50.08033790386753,54.63793732716007
4174.5,-0.3132074301485436,-49.66796570191991,44.06234183527106,54.18905908069068
4174.69,-0.0952385510339739,-27.204041058185798,59.78055068450645,54.19322135377463
4378.51,4.874011976047899,6.485552983393973,55.18294045114643,58.54454080809202
4378.48,0.4912652535463189,32.79080651895856,53.49430923299567,58.543659292044566
4380.0,-0.4545454545454545,53.13411414409848,45.02400472856943,58.57769110912919
4310.0,-1.486301369863022,63.0030030672915,45.32320675341559,56.286113495883896
4208.59,-2.463788268557777,62.0947517608447,45.37654660136911,53.04837455449202
4292.43,2.6232063470188267,67.22932826010219,44.299675665719846,55.33584182993051
4369.0,1.1579096038657235,76.47879083921816,44.30908728843732,57.37818294003371
4423.0,1.281757839322499,87.08421988975806,46.14131991057873,58.80870439195925
4640.0,4.858757062146893,111.43489495176344,44.38901627605829,64.0328901707329
4786.95,3.1670258620689618,140.7877975586207,43.22938972673909,67.0779419161255
4783.06,-0.0812625993586609,161.86632319837008,43.28029224738617,66.91643666892281
4821.43,0.8022061190953049,179.55206069602264,43.78866978463714,67.74148272136917
5430.0,12.829388791292198,239.3419175680392,33.81540852323697,77.37769234347724
5649.98,3.860485037656324,300.8066990707948,29.54833666873339,79.73426842121364
5869.99,3.62884955752212,362.8992182077564,29.16481553515492,81.77867987421584
5709.99,-2.4770154892459946,394.7526785750497,32.03288976065382,75.79065079871992
5760.02,0.8756567425569177,419.1584141256472,32.051649289738464,76.37321479594762
5595.0,-2.864583333333333,420.4344087267618,31.870127347398405,70.35910188945164
5512.06,-1.4655942806076854,410.0690421677509,34.70992429823721,67.48279196844715
5683.9,3.0892436060221367,410.88613492796594,38.50826266705074,70.20088131485625
6010.01,5.813689557669735,432.6910653824725,37.91783644082535,74.54881594791476
6024.97,-0.1737693141682655,446.02429245771145,40.19341345488744,74.7309622884609
5950.02,-0.4709100207053894,445.43561357073486,43.78880492561161,71.95263201721343
5915.93,-1.0967364016736358,437.1882443277164,47.83728430648595,70.66576867101412
5477.03,-6.811947602746103,390.8899314043683,49.97405673507296,56.62431761883831
5689.99,2.963180870613706,367.07681433092057,54.33663698699436,60.70435775106132
5861.77,3.380363662016544,357.88424744247004,58.952631653969306,63.67267791912984
5768.83,-1.5862103084904469,339.2146006486719,57.98360806685405,60.98839487419896
5719.64,-1.0194512194065029,316.8095005093983,57.252606879690426,59.55729805259094
6169.98,7.408607385665111,331.4565077967454,56.77065502786294,67.15581288600478
6120.5,-0.2036520403521236,335.2168918711104,54.994038375119125,65.69532858563585
